"UPC/EAN/ISBN","Item Name","Category","category_mapped","product_type"
"1785","Contour Cervical Collar L (1010)","Other","Other","Unit"
"8344","Contour Cervical Collar M","Other","Other","Unit"
"4467","Control D","other","Other","Unit"
"6510","Cool Bottle","other","Beverage","Bottle"
"1991","Cool Box","","Other","Packet"
"1992","Cool Box (Covered)","","Other","Packet"
"3388","Cool Drink","190ml","Beverage","Unit"
"1993","Cool Gel 200Ml","Syrup","Medicine","Syrup"
"1994","Cope Tablets 10Mg","","Other","Unit"
"7550","Coq 10 Tab","Tablet","Medicine","Tablet"
"9298","Coq Forte","other","Other","Unit"
"1995","Coralan 5Mg Tabs 56 S","Tablet","Medicine","Tablet"
"9627","Cord Clamp","others","Other","Unit"
"1996","Cord Clamp","others","Other","Unit"
"1997","Coriander Extra 330Ml","","Other","Unit"
"5329","Corn Caps","other","Other","Unit"
"1998","Corn Flakes Original 100G","","Other","Unit"
"9261","Corsodyl Mint Mouthwash 100Ml","other","Other","Unit"
"1999","Corsodyl Mouth Wash 200Ml","Other","Personal Care","Unit"
"2000","Cortileb Cream 15G","cream","Personal Care","Cream/Ointment"
"2001","Cortivex 6Mg","","Other","Unit"
"2002","Cosamide 100Mg","","Other","Unit"
"2003","Cosamide 50Mg","","Other","Unit"
"8275","Cosmelite New","cream","Personal Care","Cream/Ointment"
"2005","Cosmo Fairness Cream 30G","","Personal Care","Cream/Ointment"
"2006","Cosmo Whitning Face Wash1","","Other","Unit"
"2007","Cosmo Whitning Face Wash1 100 Ml","","Other","Unit"
"2009","Cosome Expectorent 100Ml","Syrup","Medicine","Syrup"
"2008","Cosome Syrup","syrup","Medicine","Syrup"
"2010","Cosopt Eye Drop","eye drops","Medicine","Drops"
"2011","Costar Omega 3","vitamin","Other","Unit"
"2012","Coster Epo 100 Mg","","Medicine","Unit"
"2014","Cosvate Cream","ceam","Personal Care","Cream/Ointment"
"2015","Cosvate G Cream 15G","cream","Personal Care","Cream/Ointment"
"2016","Cosvate-gm Cream 15G","","Personal Care","Cream/Ointment"
"10067","Cot Sheet","baby item","Baby Care","Unit"
"9278","Cot Sheet","other","Other","Unit"
"6515","Cot Sheet 2In1","others","Other","Unit"
"2017","Cotarly Cream","cream","Personal Care","Cream/Ointment"
"9313","Cotrim Syrup (L-trim)","syrup","Medicine","Syrup"
"9035","Cotten Bandage 6X5","bandage","Other","Unit"
"4505","Cotton Bools","cotton","Other","Unit"
"4438","Cotton Bools Small","other","Other","Unit"
"9733","Cotton Buds","other","Other","Unit"
"9626","Cotton Pleats 50G","cotton","Other","Unit"
"9625","Cotton Wool 100G","cotton","Other","Unit"
"4566","Cotton Wool 10G","other","Other","Unit"
"1387","Cotton Wool 16G","wool","Other","Unit"
"2883","Cotton Wool 20G","other","Other","Unit"
"9253","Cotton Wool 500G","other","Other","Unit"
"8304","Cotton Wool 50G","wool","Other","Unit"
"2028","Cough Syrup","syrup","Medicine","Syrup"
"2029","Coversyl 10 Mg","Tablet","Medicine","Tablet"
"2030","Coversyl 5Mg Tabs","Tablet","Medicine","Tablet"
"2032","Cow & Cate 3 Tin 400G","milk powder","Snack","Packet"
"2033","Cow & Cate Step Up 4 350G","","Other","Unit"
"9164","Cow & Gate 1","other","Other","Unit"
"2047","Cow & Gate 1 Tin","Other","Other","Packet"
"9337","Cow & Gate 3","other","Other","Unit"
"9338","Cow & Gate 4 350G","other","Other","Unit"
"9531","Cow & Gate Formula Soya","milk","Beverage","Unit"
"5792","Cow And Gate 1 0-6 Packet","Other","Other","Packet"
"2034","Cow And Gate 1- 6 Month 400G","Other","Other","Unit"
"2036","Cow And Gate 2","Other","Other","Unit"
"2035","Cow And Gate 2 350G","Other","Other","Unit"
"2037","Cow And Gate 2 Tin","Tin","Other","Packet"
"2038","Cow And Gate 3 1-3","Other","Other","Unit"
"2039","Cow And Gate 3 1-3 Paket","milk powder","Snack","Unit"
"2040","Cow And Gate 3 1-3 Peket","Other","Other","Unit"
"2041","Cow And Gate 4 3-6 Peket","Other","Other","Unit"
"2042","Cow And Gate 4 3-6 Tin","milk powder","Snack","Packet"
"2043","Cow And Gate 6-12","Other","Other","Unit"
"2044","Cow And Gate Tin 1 0-6","Tin","Other","Packet"
"2045","Cox B 100 Capsule","tab","Medicine","Tablet"
"2046","Cox B 200 Capsule","Tablet","Medicine","Tablet"
"4422","Crack Nil Foot Cream","cream","Personal Care","Cream/Ointment"
"5980","Crampgard+ Plus","cream","Personal Care","Cream/Ointment"
"9657","Crampto Sachets","sachet","Other","Packet"
"9589","Crape Bandage","bandage","Other","Unit"
"2048","Cream 35","cream","Personal Care","Cream/Ointment"
"1748","Cream Craker 490G","biscuit","Biscuit","Cream/Ointment"
"8113","Cremaffin Plus Syrup","Syrup","Medicine","Syrup"
"9406","Cremafin Sy 225Ml","other","Other","Unit"
"8097","Crep Bandage 7.5Cm","bandage","Other","Unit"
"7635","Crepe Bandage 3X5","bandage","Other","Unit"
"9235","Crepe Bandage 4''","bandage","Other","Unit"
"8070","Crepe Bandage 4/5","bandage","Other","Unit"
"5057","Crepe Bandage Meditex","bandage","Other","Unit"
"2051","Cresar 40","Tablet","Medicine","Tablet"
"2053","Crestor 10Mg","Tablet","Medicine","Tablet"
"5886","Crestor 20Mg","Tablet","Medicine","Tablet"
"2052","Crestor 5Mg","Tablet","Medicine","Tablet"
"2054","Cropidorel 75Mg","","Other","Unit"
"2055","Cs Fit","","Other","Unit"
"2056","Cucumber Cleansing Cream (Ewon)","cream","Personal Care","Cream/Ointment"
"9103","Cucumber Face Wash 100Ml","FACE WASH","Personal Care","Unit"
"5868","Cucumber Facial Scrub (Ewon)","Other","Other","Unit"
"5872","Cucumber Facial Wash (Evon)","Other","Personal Care","Unit"
"9069","Cucumber Facial Wash 50Ml","FACE WASH","Personal Care","Unit"
"5876","Cucumber Tonner","Other","Other","Unit"
"2057","Culture Bottle","none","Beverage","Bottle"
"2058","Cupid 100Mg","Tablet","Medicine","Tablet"
"2059","Cupid 50Mg","Tablet","Medicine","Tablet"
"2060","Curaderm","cream","Personal Care","Cream/Ointment"
"9262","Curam 156.25 Mg O/susp 100Ml","other","Medicine","Unit"
"2061","Curam 375Mg (Spc)","Tablet","Medicine","Tablet"
"2062","Curam 625Mg","Tablet","Medicine","Tablet"
"2063","Curam 675Mg (Spc)","","Other","Unit"
"2064","Curam Syrup 170Ml","Syrup","Medicine","Syrup"
"2065","Curaped Cream","","Personal Care","Cream/Ointment"
"2066","Cutdown","","Other","Unit"
"1059","Cutee (L) 16Pcs","pampas","Other","Unit"
"2943","Cutee (M) 16Pcs","pampas","Other","Unit"
"2316","Cutee Baby Diapers 4Pcs L","other","Baby Care","Unit"
"6596","Cutee Baby Diapers 4Pcs M","other","Baby Care","Unit"
"6597","Cutee Baby Diapers 4Pcs S","other","Baby Care","Unit"
"2067","Cutee Baby Diapers M,l","pampas","Baby Care","Unit"
"5803","Cutee Sachet Diaper (L)","DIAPER","Baby Care","Packet"
"5807","Cutee Sachet Diaper (M)","DIAPER","Baby Care","Packet"
"9004","Cutis Cream","cream","Personal Care","Cream/Ointment"
"9005","Cutis Tablet","Tablet","Medicine","Tablet"
"9348","Cutisone Cream 10G","other","Personal Care","Cream/Ointment"
"9349","Cutisone Ointment 10G","other","Medicine","Cream/Ointment"
"2072","Cutivate Cream 0.05%","","Personal Care","Cream/Ointment"
"2073","Cutivate Cream 0.05% 5G","","Personal Care","Cream/Ointment"
"2074","Cutivate Ointment 15G","","Medicine","Cream/Ointment"
"6025","Cylonta Tea","Other","Beverage","Unit"
"5252","Cypin 4Mg","Tablet.","Medicine","Tablet"
"2076","Cypon Pain Syrup","syrup","Medicine","Syrup"
"2077","Cypone 200","","Other","Unit"
"5126","Cystone","Tablet","Medicine","Tablet"
"51090","D Aqua Cream 100G","cream","Personal Care","Cream/Ointment"
"2079","D Aqua Cream 100Gm","cream","Personal Care","Cream/Ointment"
"2081","D Fungi B","cream","Personal Care","Cream/Ointment"
"2082","D Max 1000","Tablet","Medicine","Tablet"
"2083","D Max 2000","Tablet","Medicine","Tablet"
"2085","D Max 5000","Tablet","Medicine","Tablet"
"2084","D Max Hd","Tablet","Medicine","Tablet"
"8121","D Peron Syrup New","Syrup","Medicine","Syrup"
"8057","D Peron Syrup❌","Syrup","Medicine","Syrup"
"3225","D Rem 1000","Tablet","Medicine","Tablet"
"2086","D Soft 50G","cream","Personal Care","Cream/Ointment"
"9294","D Tabs","Tablet","Medicine","Tablet"
"9604","D Vac 1000","Tablet","Medicine","Tablet"
"9605","D Vac 2000","Tablet","Medicine","Tablet"
"9618","D Vac Kids 30Ml Drops","drops","Medicine","Drops"
"6991","D-ferol 1000","vitamin","Other","Unit"
"1204","D-ferol 2000","tablets","Other","Unit"
"6990","D-ferol 5000","vitamin","Other","Unit"
"2088","D-tabs","","Other","Tablet"
"2087","D-vit 1000","Tablet","Medicine","Tablet"
"2089","D3 Active","","Other","Unit"
"2090","Dafilon Blue","","Other","Unit"
"2091","Daibx Xr","","Other","Unit"
"2092","Dainorm Od 30 Mg","","Medicine","Unit"
"2093","Daiper Shase Small","","Other","Unit"
"10045","Dairy Milk 18G","other","Beverage","Unit"
"2094","Daisure 400G","","Other","Unit"
"2095","Daisy 12Ml","","Other","Unit"
"2096","Daisy 25Ml","","Other","Unit"
"2097","Daivobet 15 G","","Medicine","Unit"
"2098","Daivobet Ointment 15G","cream","Personal Care","Cream/Ointment"
"2099","Daktacort Cream","cream","Personal Care","Cream/Ointment"
"2100","Daktarin Cream","cream","Personal Care","Cream/Ointment"
"8256","Daktarin Cream New","cream","Personal Care","Cream/Ointment"
"2101","Daktarin Oral Gel 40G","gel","Medicine","Cream/Ointment"
"2103","Daktarin Tincture30ml","Other","Other","Unit"
"9391","Dalacin C 150 Mg","Tablet","Medicine","Tablet"
"2104","Dalacine C 300Mg","Capsule","Medicine","Capsule"
"2106","Dalcine C 150","","Other","Unit"
"2107","Dancel Lotion","","Personal Care","Cream/Ointment"
"2108","Dancel Shampoo 60Ml","","Personal Care","Unit"
"5800","Dandex Cooling Itch","Other","Other","Unit"
"2112","Dandex Shampoo 40Ml","others","Personal Care","Unit"
"2110","Dandex Shampoo With Cool Mint","shampoo","Personal Care","Unit"
"2111","Dandex Shampoo With Egg Protein Complex","others","Personal Care","Unit"
"3778","Dandy Senitizar 50Ml","Other","Other","Unit"
"6114","Dandy Senitizer 100Ml","Other","Other","Unit"
"2114","Dango Shampoo 60Ml","Other","Personal Care","Unit"
"2115","Danogen-200","","Other","Unit"
"4847","Dansel K Lotion 60Ml","Lotion","Personal Care","Cream/Ointment"
"2116","Dansel- K Lotion","shampoo","Personal Care","Cream/Ointment"
"2117","Daonil","Tablet","Medicine","Tablet"
"6878","Dapa 10Mg","Tablet","Medicine","Tablet"
"6367","Dapazin 10Mg","Tablet","Medicine","Tablet"
"6368","Dapazin 5Mg","Tablet","Medicine","Tablet"
"6102","Dark Henna Hair Oil 100Ml","Other","Other","Unit"
"2118","Dayna Kee L","","Other","Unit"
"2119","Dayna Kee Suport S","","Other","Unit"
"2120","Dazit 5 Mg","tab","Medicine","Tablet"
"2121","Dazolic 500Mg","Tablet","Medicine","Tablet"
"9190","Dbi Metformin 500Mg","Tablet","Medicine","Tablet"
"9081","Dearo Cool & Fresh 20Ml","other","Other","Unit"
"2229","Dec 50Mg (Diethylcarbamazine)","Tablet","Medicine","Tablet"
"2122","Decalox Oral Supension 100Ml","","Other","Unit"
"3275","Deckesrs Chocaolat","chocolate","Snack","Unit"
"2123","Decomit Nasal Spray","nasal spray","Personal Care","Drops"
"9777","Decon N/s Drop Adult","nasal drops","Medicine","Drops"
"2125","Decon Nasal Drop- Adult","nasal spray","Personal Care","Drops"
"5668","Decon Paediatric Drop","drop","Other","Drops"
"9743","Decorative Lights","other","Other","Unit"
"6813","Decozol Cream 15G","cream","Personal Care","Cream/Ointment"
"8338","Deep Cleansing Face Wash Apricot (Aurica)","Other","Personal Care","Unit"
"3773","Deep Clensing Milk 100Ml","Other","Beverage","Unit"
"2126","Deep Heet Extra","","Other","Unit"
"2127","Deep Heet Rub Cream","cream","Personal Care","Cream/Ointment"
"8233","Deerofix Aqueous Cream","cream","Personal Care","Cream/Ointment"
"7503","Deerofix Aqueous Cream New","cream","Personal Care","Cream/Ointment"
"2128","Deflux Tabs","Tablet","Medicine","Tablet"
"2129","Degestine","","Other","Unit"
"6633","Delax 5Mg","Tablet","Medicine","Tablet"
"2131","Delsia 3","Tablet","Medicine","Tablet"
"2133","Demostic Syrup","","Medicine","Syrup"
"2134","Denta Kids","Other","Other","Unit"
"9156","Denta Brush","other","Other","Unit"
"2135","Denta Brush S","","Other","Unit"
"2136","Denta Kids Tb","Other","Other","Unit"
"2137","Dental Floss","others","Other","Unit"
"2138","Dentogel Gel 10G","cream","Personal Care","Cream/Ointment"
"2139","Denvar 200Mg","","Other","Unit"
"9117","Deo Roll On 20Ml","other","Other","Unit"
"2140","Deo Roll On Aqua","","Other","Unit"
"9119","Deo Roll On Cool & Fresh 20Ml","other","Other","Unit"
"2142","Deo Roll On Fresco 20Ml","","Other","Unit"
"2143","Deo Roll On Glee 20Ml","","Other","Unit"
"2144","Deo Roll On Hazy 20Ml","","Other","Unit"
"2145","Deo Roll On Relax","","Other","Unit"
"2146","Deo Roll On Romance","","Other","Unit"
"9120","Deodorant 20Ml","other","Personal Care","Unit"
"8330","Deodorant Max (Ewon)","Other","Personal Care","Unit"
"8331","Deodorant Natural (Ewon)","other","Personal Care","Unit"
"8319","Deodorant Saffa (Ewon)","other","Personal Care","Unit"
"2147","Depicor Sr 10","","Other","Unit"
"2148","Deplatt 75Mg","Tablet.","Medicine","Tablet"
"2149","Deplus 1000","Tablet","Medicine","Tablet"
"2150","Deplus 2000","Tablet","Medicine","Tablet"
"2151","Deplus 5000","Tablet","Medicine","Tablet"
"8081","Depo Medrol 40Mg","injection","Medicine","Injection"
"6752","Depo Medrol 80","injection","Medicine","Injection"
"8031","Depo Povera 150Ml","injection","Medicine","Injection"
"2155","Deriphilin Od 300","","Other","Unit"
"9405","Deriphyllin Retard Tablet 150Mg","Tablet","Medicine","Tablet"
"2157","Deriphyllin Retard Tablet 300Mg","Tablet","Medicine","Tablet"
"2158","Deriphyllin Syrup 100Ml","syrup","Medicine","Syrup"
"2159","Deriva Aqu Gel","gel","Medicine","Cream/Ointment"
"8205","Deriva C Gel","cream","Personal Care","Cream/Ointment"
"8254","Deriva Cms","cream","Personal Care","Cream/Ointment"
"8206","Deriva Ms Gel","cream","Personal Care","Cream/Ointment"
"2160","Deriva Ms Gel 15G New","gel","Medicine","Cream/Ointment"
"2161","Deriva-c Gel 15G","cream","Personal Care","Cream/Ointment"
"5849","Derma Treat Soap Free","cream","Personal Care","Cream/Ointment"
"2162","Dermakind Bar Soap","","Personal Care","Unit"
"2163","Dermasole Ceram","","Other","Unit"
"2164","Dermovate Cream 10G","cream","Personal Care","Cream/Ointment"
"2165","Dermovate Ointment 10G","","Medicine","Cream/Ointment"
"2167","Desatrol 5Mg","Tablet","Medicine","Tablet"
"1133","Desatrol Sy","syrup","Medicine","Syrup"
"2166","Deslorat 5Mg Spc","tablet","Medicine","Tablet"
"2168","Deslorats Syrup 60Ml","Syrup","Medicine","Syrup"
"6589","Desodin 5Mg","Tablet","Medicine","Tablet"
"8153","Desodin Syrup 60Ml","syrup","Medicine","Syrup"
"2169","Desowen Cream 0.05% 10G","","Personal Care","Cream/Ointment"
"2180","Detol","liquid","Other","Unit"
"2172","Detol Hand Wash","","Personal Care","Unit"
"2173","Detol L Fresh","","Other","Unit"
"2170","Detol Liquid 210 Ml","Other","Other","Unit"
"2174","Detol Lk 60Ml","","Other","Unit"
"2175","Detol Lk Liquid 110Ml","liquid","Other","Unit"
"2176","Detol Orange Burst 110G","","Other","Unit"
"2177","Detol Plaster","other","Other","Unit"
"2178","Detol Sanitizer 200Ml","","Personal Care","Unit"
"2179","Detol Sanitizer 50Ml","","Personal Care","Unit"
"2171","Detol Soap","soap","Personal Care","Unit"
"2186","Dettol Soap","Other","Personal Care","Unit"
"2181","Dettol 1L","liquid","Other","Unit"
"2182","Dettol 500Ml","Other","Other","Unit"
"2183","Dettol Cool 110G","liquid","Other","Unit"
"6088","Dettol Cool Soap 70G","Other","Personal Care","Unit"
"9364","Dettol Hand Wash 200Ml","other","Personal Care","Unit"
"6077","Dettol Hand Wash 250Ml","Other","Personal Care","Unit"
"2187","Dettol Liquid 100Ml","liquid","Other","Unit"
"6075","Dettol Liquid 110Ml","Other","Other","Unit"
"9365","Dettol Liquid 210Ml","other","Other","Unit"
"6076","Dettol Liquid 60Ml","Other","Other","Unit"
"2185","Dettol Original 110G","","Other","Unit"
"5669","Dettol Plaster","Other","Other","Unit"
"2188","Dettol Small Liquid","liquid","Other","Unit"
"5541","Dewderm Cream","cream","Personal Care","Cream/Ointment"
"2031","Dexamed Syrup 100Ml","syrup","Medicine","Syrup"
"7523","Dexamethasone 0.5Mg (Demasone)","Tablet","Medicine","Tablet"
"2190","Dexaquin 15G","cream","Personal Care","Cream/Ointment"
"6934","Dexrose","others","Other","Unit"
"2189","Dextrose 50%","Tablet","Medicine","Tablet"
"5378","Dextrose 50% Spmc","Other","Other","Unit"
"2130","Dextrose 25%","injection","Medicine","Injection"
"9756","Dextrose 50%","other","Other","Unit"
"2196","Dezor Cream 15G","cream","Personal Care","Cream/Ointment"
"5899","Dezor Plus Shampoo 60Ml","Other","Personal Care","Unit"
"2197","Dezor Shampoo 60Ml","Other","Personal Care","Unit"
"2198","Dh-q-150","Tablet","Medicine","Tablet"
"9703","Dha Forte","Capsule","Medicine","Capsule"
"7500","Di Doc Urea 25%","cream","Personal Care","Cream/Ointment"
"1936","Diab X 500Mg","Other","Other","Unit"
"5127","Diabecon","Tablet","Medicine","Tablet"
"2199","Diabetasol Sweetener Sachets 50S","others","Other","Unit"
"2200","Diabetasol Vanila 180G","Packet","Other","Packet"
"2201","Diabetasol Vanila 360Gm Tin","Tin","Other","Packet"
"2202","Diabose 50","Tablet","Medicine","Tablet"
"2204","Diamicron 80Mg","Tablet","Medicine","Tablet"
"2203","Diamicron Mr 30Mg","Tablet","Medicine","Tablet"
"2205","Diamicron-mr 60Mg","Tablet","Medicine","Tablet"
"2206","Diane-35 Tabs 21 S","Tablet","Medicine","Tablet"
"2207","Dianorm 80Mg","Tablet","Medicine","Tablet"
"5640","Dianorm Od 30","Tablet","Medicine","Tablet"
"2208","Dianorm Od 60Mg","Tablet","Medicine","Tablet"
"2209","Diaper L 10Pcs","","Baby Care","Unit"
"2210","Diaper L 4Pcs","","Baby Care","Unit"
"2211","Diaper M 4Pcs","","Baby Care","Unit"
"2212","Diaper Xxl-xl 10Pcs","","Baby Care","Unit"
"2213","Diapers - Adult M","diapers","Baby Care","Unit"
"2070","Diasure 200G","milk powder","Snack","Unit"
"9167","Diasure 400Gm","other","Other","Unit"
"2214","Diatica Tab 80Mg","Tablet","Medicine","Tablet"
"9401","Diazepam 2Mg Tabs","Tablet","Medicine","Tablet"
"2215","Diazide 40Mg","Tablet","Medicine","Tablet"
"2216","Diazon Cream","cream","Personal Care","Cream/Ointment"
"2217","Dibeta Sr 500 Mg","Tablet","Medicine","Tablet"
"9390","Diclofenac 50Mg Suppo","suppo","Medicine","Unit"
"6834","Diclofenac Jel (Vivian)","jel","Other","Cream/Ointment"
"2218","Diclofenac Potasiumtab 50Mg","Tablet","Medicine","Tablet"
"4182","Diclofenac Suppo 100Mg","suppositories","Medicine","Unit"
"6890","Diclogen Jel 30G","jel","Other","Cream/Ointment"
"7998","Diclokare(diclofanac Jel)","gel","Medicine","Cream/Ointment"
"2221","Diclolab 30G","oth","Other","Unit"
"2225","Dicloran 50Mg","Tablet","Medicine","Tablet"
"2222","Dicloran Gel 20Gm","gel","Medicine","Cream/Ointment"
"2223","Dicloran Gel 50Gm","gel","Medicine","Cream/Ointment"
"2224","Dicloran Sr-75mg","other","Other","Unit"
"9258","Dicloright 50Mg","Tablet","Medicine","Tablet"
"2226","Diclovin 100Mg Suppo","suppositories","Medicine","Unit"
"2219","Diclovin 12.5Mg Suppo","Tablet","Medicine","Tablet"
"2220","Diclovin 25Mg Suppo","Tablet","Medicine","Tablet"
"2141","Diclovin 50 Suppo","suppo","Medicine","Unit"
"2227","Dico Denk 50","","Other","Unit"
"2228","Dicron Tabs 80","","Other","Tablet"
"2230","Digene Gel","Syrup","Medicine","Syrup"
"2232","Digene Tab","Tablet","Medicine","Tablet"
"6031","Digestine 40Mg Tab","Tablet","Medicine","Tablet"
"2233","Digital Thermometer","other","Other","Unit"
"2234","Digusil 170 Ml","Syrup","Medicine","Syrup"
"1611","Dilasal-2","Tablet","Medicine","Tablet"
"2236","Dilcardia 30Mg","Tablet","Medicine","Tablet"
"9667","Dilcardia 60Mg","Tablet","Medicine","Tablet"
"7556","Dilcardia Sr 90Mg","Tablet","Medicine","Tablet"
"7999","Dilcardia Sr 90Mg(spc)","Tablet","Medicine","Tablet"
"2237","Diliner Dr 30Mg","Capsule","Medicine","Capsule"
"2238","Diliner Dr 60Mg","","Other","Unit"
"5703","Diltiazem 30Mg","Tablet","Medicine","Tablet"
"2239","Diltiazem 60Mg","","Other","Unit"
"2240","Diltiazem Sr 90","Tablet","Medicine","Tablet"
"2241","Dilzem -60","Tablet","Medicine","Tablet"
"2242","Dilzem 30Mg","Tablet","Medicine","Tablet"
"2243","Dilzem Sr 90Mg","Tablet","Medicine","Tablet"
"2789","Dimicron Mr 60","Capsule","Medicine","Capsule"
"9672","Dino","other","Other","Unit"
"2244","Diovol Syrup 170Ml","","Medicine","Syrup"
"2245","Diplin 5","Tablet","Medicine","Tablet"
"2246","Diprovate N Cream 10Gm","Other","Personal Care","Cream/Ointment"
"2109","Dipsotrex Oinment","oinment","Other","Unit"
"4752","Dipyridamole Tablet 100Mg","Tablet","Medicine","Tablet"
"2247","Disacodyl Tab (Kamazo)","","Medicine","Tablet"
"2248","Disposable Hair Cap","CAP","Medicine","Capsule"
"5907","Disposible Mask (White)","Other","Other","Unit"
"2249","Disprin","Other","Other","Unit"
"2250","Disuf Cream 2%","cream","Personal Care","Cream/Ointment"
"2251","Disulfiram 250Mg","","Other","Unit"
"2252","Disure Diabetic 400G","milk powder","Snack","Unit"
"2253","Diva Washing Powder 1Kg Jesmin And Lime","","Other","Unit"
"2254","Diva Washing Powder 1Kg Rose And Lime","","Other","Unit"
"2256","Divoltor 50 Mg","Tablet","Medicine","Tablet"
"2255","Divon Cr","Tablet","Medicine","Tablet"
"9577","Dm 1000 Mg","Tablet","Medicine","Tablet"
"1096","Dm 2000Mg New","Tablet","Medicine","Tablet"
"9273","Dm 5000Mg","Tablet","Medicine","Tablet"
"9562","Dm 60000Hd","Tablet","Medicine","Tablet"
"9118","Doedorant 20Ml","other","Other","Unit"
"1065","Dog Belt","other","Other","Unit"
"1097","Dog Belt","belt","Other","Unit"
"1106","Dog Belt","OTHER","Other","Unit"
"1113","Dog Belt","OTHER","Other","Unit"
"6359","Dog Belt","other","Other","Unit"
"3221","Dog Belt 5","other","Other","Unit"
"4031","Dog Belt 6","other","Other","Unit"
"6361","Dog Belt 2","others","Other","Unit"
"6362","Dog Belt 3","others","Other","Unit"
"6366","Dog Belt 4","other","Other","Unit"
"9008","Dog Belt Original","BELT","Other","Unit"
"6360","Dog Belt1","others","Other","Unit"
"2257","Dog Rashout Spray","Spray","Personal Care","Unit"
"6842","Dog Ticksout Spray","Spray","Personal Care","Unit"
"9619","Dolocaine Gel Syrup","syrup","Medicine","Syrup"
"2258","Dolocaine Syrup","syrup","Medicine","Syrup"
"4400","Dolowin Sr 200Mg","Tablet","Medicine","Tablet"
"2259","Dometic Syrup 60Ml","Syrup","Medicine","Syrup"
"2260","Dometic Tabs 10Mg","Tablet","Medicine","Tablet"
"2261","Domilin Syrup","","Medicine","Syrup"
"8349","Domiset Syrup","Syrup","Medicine","Syrup"
"2262","Domlin Tab 10 Mg","","Medicine","Tablet"
"5692","Domoeridone Syrup","Syrup","Medicine","Syrup"
"2263","Domperidone (Medico) 10Mg","Tablet","Medicine","Tablet"
"3048","Domperidone 10Mg","Tablet","Medicine","Tablet"
"2264","Domperidone 10Mg Spc","Tablet","Medicine","Tablet"
"9229","Domperidone Abc","other","Other","Unit"
"9307","Domperidone Syrup","syrup","Medicine","Syrup"
"2266","Domperon 10Mg","Tablet","Medicine","Tablet"
"2265","Domperon Suspention 30Ml","syrup","Medicine","Syrup"
"2267","Dompi Suspension 30Ml","","Other","Unit"
"8239","Domstal 10Mg","Tablet","Medicine","Tablet"
"2269","Dopezil 10 Mg","Tablet","Medicine","Tablet"
"2268","Dopezil 5 Mg","Tablet","Medicine","Tablet"
"2270","Dormicum 7.5Mg","Tablet","Medicine","Tablet"
"2271","Dothip 25","Tablet","Medicine","Tablet"
"2272","Dove Conditioner 180Ml","Other","Personal Care","Unit"
"1462","Dove Conditioner 180Ml","conditionar","Personal Care","Unit"
"2273","Dove Conditioner 80Ml","Other","Personal Care","Unit"
"9382","Dove Growing Hair Conditioner","wash","Personal Care","Unit"
"2274","Dove Hair Shampoo 80Ml","Other","Personal Care","Unit"
"9383","Dove Healthy Growing Conditioner","wash","Personal Care","Unit"
"2275","Dove Intense Repair","","Other","Unit"
"9145","Dove Intense Repair For Damaged Hair 80Ml","other","Other","Unit"
"2277","Dove Shampoo 180Ml","Other","Personal Care","Unit"
"2278","Dove Shampoo Intensive Repair 80Ml","","Personal Care","Unit"
"2276","Dove Shampoo New","shampoo","Personal Care","Unit"
"5667","Doves Original","roll","Other","Unit"
"2279","Doxy Dt 100 Mg","","Medicine","Unit"
"2280","Doxycycline 100Mg (Agidox)","other","Other","Unit"
"2281","Doxyleb 100 Mg","Tablet","Medicine","Tablet"
"4027","Doxymec-dt 100Mg","Tablet.","Medicine","Tablet"
"2282","Doxyn .100Mg","Capsule","Medicine","Capsule"
"9775","Doxyn 100Mg","Capsule","Medicine","Capsule"
"9002","Dozil 5Mg","Tablet","Medicine","Tablet"
"2283","Dp Haler","Inhaler","Medicine","Inhaler"
"7.02172284","Dperon Syrup","syrup","Medicine","Syrup"
"9752","Dr. Rashel Face Wash","face wash","Personal Care","Unit"
"9718","Dr.rashel (Vitamin C ) Face Serum","other","Other","Unit"
"2285","Drapolene Cream","","Personal Care","Cream/Ointment"
"2286","Drazzling Silicone Oil 50Ml","","Other","Unit"
"2298","Dreamron 20Ml 1.0 / 2.0","dye","Other","Unit"
"9151","Dreamron (Algae) Anti Acne Cream 50Ml","other","Personal Care","Cream/Ointment"
"9368","Dreamron 5 Minutes Black Henna","other","Other","Unit"
"2288","Dreamron Color Cream Developer 9%","","Personal Care","Cream/Ointment"
"2290","Dreamron Conditioner 100Ml","others","Personal Care","Unit"
"9140","Dreamron Conditioner 200Ml [Intensive] ]","other","Personal Care","Unit"
"2292","Dreamron Conditioner A100ml","shampoo","Personal Care","Unit"
"2293","Dreamron Conditioner Anti Breakage 200Ml","","Personal Care","Unit"
"2295","Dreamron Deo (Glass)","Bottle","Beverage","Bottle"
"6886","Dreamron Deo-rol-on","others","Other","Unit"
"2287","Dreamron Developer 6%","devaloper","Other","Unit"
"6884","Dreamron Express","dye","Other","Unit"
"6892","Dreamron Face Wash","FACE WASH","Personal Care","Unit"
"2319","Dreamron Face Wash Vit C","FACE WASH","Personal Care","Unit"
"2299","Dreamron Finest Coverage H/ Colour","dye","Other","Unit"
"2300","Dreamron Finest Coverage Hair Color 30Ml 2.0","others","Other","Unit"
"2301","Dreamron Finest Coverage Hair Color 60Ml 1.0","","Other","Unit"
"2302","Dreamron Five Minutes Black Henna 8G","dye","Other","Unit"
"9138","Dreamron Hair Color 6% 60Ml","other","Other","Unit"
